Hotel Name,Location,County or Region,Country,Hotel Description,Price Range,Amenities,Hotel Category,Contact Information,Website URL,Source URL
Indiana Beach,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"Malindi Road, Mombasa",No website available,https://www.openstreetmap.org/node/6799470778
Azul Margarita,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,Mombasa,No website available,https://www.openstreetmap.org/node/6799470781
Surfside Villas,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,Mombasa,No website available,https://www.openstreetmap.org/node/6799470782
The Silent Pearl Sweet,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,Mtwapa,No website available,https://www.openstreetmap.org/node/6849857164
Sheratton Regency Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,internet access,Unrated,"Moi Avenue, Mombasa",No website available,https://www.openstreetmap.org/node/6957178085
Hermes Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/7281716667
Cool Breeze,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"Ronald Ngala Road, Mombasa",No website available,https://www.openstreetmap.org/node/8059004581
PrideInn Express,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"2nd Avenue, Mombasa",No website available,https://www.openstreetmap.org/node/8062738432
Sai Rock Beach,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"Malindi Road, Mombasa",No website available,https://www.openstreetmap.org/node/8065546701
Plaza Beach Hotel,Mombasa,Mombasa County,Kenya,"A hotel located in Mombasa, rated 4 stars.",Check website,No amenities listed,4-star,"Malindi Road, Mombasa",https://www.plaza-beach.co.ke/,https://www.openstreetmap.org/node/8065546706
Shanzu Beach,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,Mombasa,No website available,https://www.openstreetmap.org/node/8065701624
PrideInn Flamingo,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,Mombasa,No website available,https://www.openstreetmap.org/node/8065701625
Gasaro,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"Malindi Road, Mtwapa",No website available,https://www.openstreetmap.org/node/8074575628
Le Grand Victoria Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,"internet access, air conditioning",Unrated,"Old Malindi Road, Mombasa",No website available,https://www.openstreetmap.org/node/8198701676
Summerday,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10087701438
Marvelous,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10087710938
Clara court,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10087776590
Merry villa,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10100987763
Ariosa,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10100996833
Estate gate,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10100999075
7 dreams hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10101006854
Jambo travelers,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10114477167
Sadiana Apartments,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/10271479814
jambo village hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/12553487564
folks inn giest house,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/12595378411
city center hotel & restaurant,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/12898731898
Mombasa Railways garden,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/13275040622
Baogan Hotel Ltd,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/13275040623
Coastgate Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,internet access,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/13602999901
Regency Park Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,Meru Road,No website available,https://www.openstreetmap.org/node/13953822701
Mombasa beach Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/366508863
Bahari Beach Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,Mombasa,No website available,https://www.openstreetmap.org/way/368741917
Ocean View Nyali,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,+254 703 904666,No website available,https://www.openstreetmap.org/way/408622245
Cowrie Shell Beach Apartments,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/408844560
Pavilion Holiday Resort,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/408845497
Bliss Resorts,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/408855735
Kenya Bay Beach Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,air conditioning,Unrated,"Bamburi Beach, Mombasa",http://www.kenyabay.com,https://www.openstreetmap.org/way/409052771
Severin Sea Lodge,Mombasa,Mombasa County,Kenya,"A hotel located in Mombasa, rated 5 stars.",Check website,No amenities listed,5-star,Mombasa,https://severinsealodge.com/,https://www.openstreetmap.org/way/409070087
Darajani Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"Ronald Ngala Road, Mombasa",No website available,https://www.openstreetmap.org/way/634789084
Boston Leisure Hotel,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"Ebrahim Road, Mombasa",No website available,https://www.openstreetmap.org/way/643356376
Amarossi Apartments,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,internet access,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/1101752485
Coconus Breeze,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/1120555013
Chui Apartments,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/1127722286
Prime Comfort,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/1127730457
Muthu Nyali Beach Hotel and Spa,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"Moyne Dr road, Mombasa",http://www.nyali-international.com/,https://www.openstreetmap.org/way/1232969311
The Palms,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,"Greenwood Lane, Mombasa",No website available,https://www.openstreetmap.org/way/1234855572
The Tamarind Mombasa,Mombasa,Mombasa County,Kenya,A hotel located in Mombasa.,Check website,No amenities listed,Unrated,No contact information available,https://tamarind.co.ke/tamarind-mombasa/,https://www.openstreetmap.org/way/1234892909
Hotel de Africa,Diani,Kwale County,Kenya,A hotel located in Diani.,Check website,No amenities listed,Unrated,622924235,No website available,https://www.openstreetmap.org/node/6002368587
Great Rift Valley Golf Resort,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/371009272
Lake Naivasha Country Club,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi South Lake Road, Naivasha",No website available,https://www.openstreetmap.org/node/526772071
Yellow green hotel,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi South Lake Road, Naivasha",No website available,https://www.openstreetmap.org/node/4459193174
Guest House Jane,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi South Lake Road, Naivasha",https://facebook.com/guesthouse.jane,https://www.openstreetmap.org/node/4549350098
Masada Hotel,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi South Lake Road, Naivasha",No website available,https://www.openstreetmap.org/node/4845803546
Newstead Hotel,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,Nairobi - Nakuru Road,No website available,https://www.openstreetmap.org/node/4986216421
Wambuku Inn,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/5374178721
Lake Naivasha Crescent Camp,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi South Lake Road, Naivasha",No website available,https://www.openstreetmap.org/node/5694562021
Fina Gardens Resort,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"South Lake Road, Karagita",No website available,https://www.openstreetmap.org/node/5799216853
Eseriani The Hotel,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Nairobi - Nakuru Road, Naivasha",No website available,https://www.openstreetmap.org/node/6057393286
Labelle Lodge,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi Avenue, Naivasha",No website available,https://www.openstreetmap.org/node/6057983917
Supa Lodge,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Kariuki Chotora, Naivasha",No website available,https://www.openstreetmap.org/node/6057983922
Ken-Vash Hotel,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Kariuki Chotora, Naivasha",No website available,https://www.openstreetmap.org/node/6057983949
Roza Guest House,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi Avenue, Naivasha",No website available,https://www.openstreetmap.org/node/6057983958
Aqua Lodge,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi Avenue, Naivasha",No website available,https://www.openstreetmap.org/node/6057983966
Dreamsworld Guest House,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi Avenue, Naivasha",No website available,https://www.openstreetmap.org/node/6057983967
Genesis Guest House,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Kenyatta Avenue, Naivasha",No website available,https://www.openstreetmap.org/node/6058067010
Guest Inn,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Kenyatta Avenue, Naivasha",No website available,https://www.openstreetmap.org/node/6058067011
Olive Resort,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Moi South Lake Road, Naivasha",No website available,https://www.openstreetmap.org/node/6059988221
Golden Bay Hotel,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,Naivasha,No website available,https://www.openstreetmap.org/node/6294763785
Triple Eden Naivasha,Naivasha,Nakuru County,Kenya,A hotel located in Naivasha.,Check website,No amenities listed,Unrated,"Old Naivasha Road, Karagita",No website available,https://www.openstreetmap.org/node/6905898174
